,pc_1,pc_2,pc_3,pc_4,pc_5
19536,13.148018,5.4045424,-1.2832048,0.837828,4.312525
20199,12.481604,3.9841163,-11.637153,0.78095794,-5.5180078
19919,-5.626884,-3.9179544,-1.3082193,-3.611774,4.277955
20217,-4.3135314,-1.4606752,-3.0001912,5.611063,-1.1101184
19604,14.774463,-0.68334913,-2.7896364,-1.2703717,0.66683304
11095,15.0870285,-0.43560815,-2.585878,-0.9807321,2.3242052
10883,-1.3350829,-7.2649355,1.6255894,-1.4816744,-2.4112682
10837,-2.5264955,-3.6386878,-0.12780532,-2.5073216,4.9012256
10783,-3.8228652,7.2196317,6.3980236,11.32773,-0.08450076
10815,-2.4345684,-1.8726612,6.232805,1.331666,5.280502
10923,-5.205917,7.9726605,4.6869426,2.415112,0.4864567
10797,14.946397,3.2727573,8.832096,-5.1523776,-9.08607
11080,14.309843,1.0402032,-3.1586525,-0.4274172,0.93872875
10943,-3.805881,-7.20956,-1.3251199,-1.3454556,3.2426817
10776,-2.8190756,-2.9011273,7.0403953,-5.86045,-4.681317
10903,14.009876,2.51026,-2.388058,0.39632845,4.3013506
10790,15.236661,2.2575,7.57784,-4.7078266,-9.579287
10981,14.255217,1.0456299,-7.490763,-0.3029326,-2.7613008
11064,-3.8712323,-0.2761953,-8.549285,0.7513038,-2.0497663
21679,-4.05425,-4.572938,-1.0541178,0.34115842,-2.3964753
21632,14.224293,2.3522174,-0.7153168,0.8890103,5.8022017
21583,-2.976856,-0.5278535,4.114311,-1.9253064,1.0518324
21637,-5.3883333,0.20438167,0.42614836,-0.30902913,1.8838913
21646,12.66433,5.003831,-7.486401,0.36875966,-0.81171674
21616,14.137989,2.0717428,-1.8548951,-0.5143588,1.2133504
21561,14.308186,3.178253,-1.785397,-0.6441995,-0.5319673
6765,-2.629334,-2.3854392,0.37579295,1.0565075,-7.093013
6676,-3.1340978,-3.8611066,-3.3562052,3.0569057,-0.24158996
6628,1.3097775,-6.2847204,0.96172655,8.969288,-2.695496
6752,13.99511,3.4748144,3.2232804,-2.8453646,-1.5936896
6723,14.446813,-0.09935258,-1.9691935,-2.1385205,0.76351273
6642,-2.7386308,-2.9048736,-5.919339,4.3488812,4.5713816
6708,-0.08699417,-0.46869317,5.213232,5.1336756,-1.1940913
872,-3.240265,4.8194995,13.539763,-3.105735,-3.4391575
882,-5.841755,1.3026891,0.53196365,-2.9957137,-8.062983
758,-2.655478,-3.8841217,8.275192,-3.5091717,0.8310552
816,3.5004635,-5.6314397,13.149688,13.716863,-4.321978
1132,-1.4189612,-2.3781843,-1.2616141,-0.19774556,3.5688972
1104,-3.1455557,-5.915702,2.580077,-1.7925488,1.7019521
934,-7.0894265,-2.2008464,-3.7543974,-2.7270174,-3.0393696
843,-4.613518,-6.7061396,0.6698175,-0.55950165,6.951558
1147,-7.5811825,0.6586826,4.199553,-5.993228,6.6559114
964,-7.1404653,-1.0483791,4.424809,-2.2067866,7.6651278
851,14.481082,0.12661953,4.28975,-3.7499044,-0.8472992
1187,-9.602719,4.5399127,-10.066509,-3.3385613,-4.653846
746,-5.5563245,-7.357839,5.217199,-5.8481936,4.2142353
903,-2.69367,-5.3058443,6.1626234,0.18736753,-5.672151
924,1.098846,-3.1647274,-1.6060754,18.055223,-8.978344
782,-0.39012802,-5.292568,8.619669,0.7607692,3.5237556
1057,12.712828,6.516879,-4.0584445,-0.4802086,-7.1386795
1068,-6.2883973,4.04304,-9.168524,-1.7774154,-3.4681306
835,-13.243537,18.732504,1.7338703,-1.2784783,3.9523506
1114,13.856976,-0.8114226,-3.9625847,-0.79947,8.300427
770,14.214579,5.282558,9.20825,-4.337373,-3.8798468
805,-3.4315677,-7.569775,-3.4412568,2.5494196,6.5623517
1159,-4.1582136,-4.4325833,11.366249,-6.8475437,5.4185305
1177,-6.133766,-2.2317579,2.7057576,-1.9322021,-2.4270577
826,-8.225291,-1.2217355,4.1972995,-2.1011906,8.502554
1123,-2.5684485,-3.5420642,2.58442,-0.95725095,10.687723
892,14.118302,0.40676102,3.6379273,-3.6793194,2.1698377
1153,-6.3700056,-1.9532726,-2.110482,-0.35186547,3.8414319
14401,-2.5249228,-1.1256084,-5.276024,2.1294463,3.5257556
14372,-6.5250974,-7.832864,-3.779267,-3.6779308,5.269703
14417,-8.397272,3.2721498,2.7439175,-1.8657776,5.043907
14569,-2.2192214,0.12218389,-0.66760224,4.6925,-4.886066
14672,-5.8152385,0.12921108,12.46911,-6.609253,-6.0596123
14520,-4.5439806,-6.2875295,5.5290103,-3.391363,2.7131133
14553,12.882215,4.017236,-7.774211,-0.6353282,-3.1620631
14600,-7.28791,4.183153,2.722871,2.1581395,4.8214593
14585,12.066212,7.069388,-6.205227,-1.1441065,-3.319622
14644,-5.1974635,-2.4035704,11.224563,-3.7386532,-8.917782
14428,-4.755309,0.18979064,7.357514,-1.1574016,-6.553083
14537,-11.465811,19.62353,1.7322259,-1.3235099,4.7228727
14452,13.34872,2.5701106,-3.094144,-2.1664891,0.46005484
14615,-2.7870324,-3.3474782,0.9708788,1.5754269,11.38691
19689,12.781733,6.180998,-4.2528253,0.02136824,-1.8735353
19488,-1.2460833,-4.1592855,3.0740392,4.1727705,-0.49373886
19621,-5.562925,-3.149727,5.77067,-5.6822033,-3.372068
20145,-4.8685374,-5.490953,2.3855727,-4.9919934,-3.899532
20052,-3.0062208,-2.3663206,-1.8402338,-0.31001258,0.86526084
19883,-2.1485827,-3.5709813,0.3752345,0.062865846,1.4094983
19867,1.755421,-3.5788732,-1.6695858,18.110437,-6.66387
14502,-5.833081,1.1744808,-0.2821862,1.2842929,4.809407
14630,14.050472,1.0495684,-0.52973896,-1.6438873,0.41000667
14467,-3.215932,-3.6482556,0.24067828,-3.1500347,1.3216367
14386,-2.8421612,-1.3086761,7.417046,-1.9265672,-4.302464
14484,-2.397176,-4.6890388,6.46335,-1.0829211,4.526439
14379,-9.990502,19.320616,1.7588462,2.4431272,4.4293604
14393,-2.6807091,-5.769048,1.1774006,-3.563566,-0.42095333
5269,13.7837105,2.25003,-2.5067484,-1.5131178,1.1635988
5132,1.5432138,-3.4894032,2.3438761,17.992485,1.5573146
5161,3.5872216,-5.2888465,8.945679,16.495058,-2.7051976
5088,-3.6232867,-5.2010527,2.5525677,-1.1083593,6.522374
5419,-4.5536356,-3.174751,4.870894,-4.5903454,-2.2940738
5104,1.9206889,-0.9056808,6.111791,9.26286,-3.1438417
5122,1.6932102,-0.096754916,8.620434,-0.27158356,-1.8046608
5251,-2.6327868,-0.86875874,2.4122915,-0.86167985,-3.7694025
5082,-4.3408566,-3.4028187,8.697287,-1.4904253,-2.1613085
5147,15.094098,1.4574649,4.475557,-3.9786115,-5.4670434
5194,-5.358785,-5.3178015,3.3177998,-3.4562104,-2.0542457
5305,14.29985,2.2026465,-1.9097639,-2.2449417,-4.260388
5287,-5.531111,-1.588972,5.0279756,-2.5274034,-3.5508335
5323,1.4427445,1.2017968,8.587796,17.137026,-3.8044739
5232,-3.9945352,-6.022261,9.961128,-4.5860047,-0.71084845
5358,14.872492,2.8554873,6.187005,-3.703166,-3.1098
5113,-6.2668314,-4.780976,4.579179,-3.1644385,-3.1260438
5404,15.962905,-1.1266055,2.6847467,-2.637143,-2.355944
5374,13.959657,3.412379,-4.0627475,0.45993227,-0.68791485
5341,14.926417,-0.5080004,4.784669,-3.3568125,6.021369
5389,2.8208625,-1.8838724,7.2478156,6.0418134,-1.2590243
2407,-0.5756512,-5.256217,-1.1428192,3.4854243,5.099661
2433,-1.0259397,-3.0626273,6.339385,6.6620994,8.53821
2384,-0.7174894,-4.9136786,1.5306257,0.43762988,3.3826838
2628,-4.1257296,4.6619143,-4.5457287,1.526341,-3.702077
2445,-2.2341995,-6.85066,4.8560276,0.5045532,6.9209094
2531,12.967481,3.8628213,-2.8438053,-2.1606982,-1.0427259
2564,-8.590072,-2.6009538,-9.435635,2.4139476,-6.177556
2469,-2.6284535,5.4943194,1.1624473,0.73286754,0.26787534
2538,-4.7552624,-0.1282378,-5.870222,2.8292365,1.05216
2480,-4.3827443,-5.3796663,-2.5203757,-2.1976247,6.1152873
2502,-8.8220005,20.127144,1.8737193,3.7031624,4.120839
2615,-7.0488415,5.097284,-9.735368,1.5487901,-5.433397
2576,-13.131982,18.514423,1.7136235,0.8201105,0.96901053
2394,-4.6280804,4.1123166,1.9644874,-1.131805,-0.94581187
2552,-0.62877053,0.92810804,-0.92510986,4.916783,2.4229708
2589,-4.6906366,-2.3157628,-2.5594742,0.67722064,3.084796
2545,-10.200345,19.102371,1.5892968,2.4417913,0.5146554
2513,-5.717994,-5.417344,-5.7160006,-0.8498452,2.6955822
2602,11.326263,7.965232,-4.0535917,-1.001518,0.3661452
2491,-4.7423315,-2.0277097,-1.0782111,1.0213261,8.49473
2523,-3.903835,-3.7961547,-3.2917461,-0.63699734,2.2230773
24778,-3.2476344,5.462418,0.36429337,5.0251374,2.2299209
24958,-4.765685,-3.0528617,-4.3831944,-2.997093,1.4806433
24483,-2.9834733,-4.12862,-0.90706384,-0.35371146,4.7668915
24593,-2.2710848,-3.1214228,-2.8036582,4.074898,5.937158
24718,-7.618491,19.981007,2.2572463,3.9204435,3.3820937
24643,-4.690546,2.8200479,1.7769828,1.2204815,-1.4874951
24518,-6.5235186,-4.419801,-5.080703,0.48184362,7.3605766
24945,-2.549698,1.9212832,0.9141475,2.9060793,6.5455623
24619,-6.70751,-1.8039526,-6.5500507,0.8415431,-4.075499
25032,-7.128979,-1.7757407,-4.2189183,-3.37766,2.1234672
25001,-3.5381157,-3.5598924,1.4206038,-1.840069,3.128049
25019,14.350315,1.7619071,-1.1067213,-1.3669362,3.2098095
24791,13.819073,1.5231433,-2.6195917,-0.3946361,5.601441
24429,-3.0119002,3.847093,5.2321873,4.1104813,5.081002
24606,-5.773704,-5.4578094,-4.03816,-2.3386714,4.064062
24850,-3.3910038,-3.7893038,-2.3941808,-0.7330666,5.5516286
24705,-3.9796119,-3.7255921,-0.43392387,-2.3303428,3.6753151
24697,-4.848845,-4.8361006,3.1606452,-2.1935678,9.873617
24821,-7.8728986,-4.240405,-5.976974,-2.8852644,-1.6790309
24991,13.854375,0.5068607,0.3723012,-1.3239143,6.963892
24919,-4.4982333,-5.2741976,-5.326583,-2.7438686,1.6080192
19861,1.7911892,-5.406908,-0.076672465,15.115059,-10.283878
19587,14.746148,1.7037547,3.6087534,-3.0365684,-5.154054
19476,14.55905,1.5919483,-2.092673,0.6615225,5.2040873
20013,12.719589,5.719944,1.6420983,-3.166704,-1.8276465
20163,12.305654,8.869731,1.0066246,0.30313918,1.2641233
20127,-2.3006191,-2.628709,0.5569928,4.52325,4.0129156
19875,13.72436,2.2177007,-2.7752151,0.6152084,7.3918405
24981,-2.857997,-4.0707364,-1.9114512,1.9309794,-0.28592154
24550,-9.881495,19.538994,2.0409682,2.7945569,2.6029108
24906,-6.3985248,0.40219852,-4.7787642,-0.14982079,1.0885521
24667,-2.5674486,3.7907524,11.329023,-1.7737957,-4.464647
24892,3.0223117,-7.844011,1.6363024,17.863106,3.6119153
24878,-3.2291255,-0.26785073,1.0945708,6.5424438,7.843757
24631,-4.2919035,-0.277851,5.165217,-4.04541,-2.7329807
24580,-2.7257376,-4.8145623,-1.9309907,3.057497,6.6845007
24655,13.0406275,0.48542106,-7.059666,-0.49606168,3.528668
24447,-1.9560633,-1.4684578,-1.7749416,4.0479975,2.706796
24970,-5.869649,-2.4876873,-6.594754,1.2091957,3.0730038
24688,-5.100816,0.3401891,-3.6934295,-1.7299509,0.2938678
24932,-3.2139714,-1.2318863,5.687449,2.916879,6.3723445
24713,-2.64812,3.1905146,11.803355,-1.077762,-7.1827283
1102,-4.617969,-2.4224336,9.266868,-4.632182,-2.2339902
1055,14.321184,-0.5822817,-2.1357815,-1.5591971,4.2669225
1091,-4.3136234,-3.1574924,3.9404867,-2.3839035,2.3028982
1121,-11.048032,18.694529,2.0612857,3.9078958,0.97011256
1112,15.728472,0.50407237,0.5775774,-0.44171685,3.1111736
1066,-1.1924865,-5.7725735,1.693266,-1.0802922,8.046389
1079,1.1931846,-3.0532966,9.298248,4.024406,0.90320224
26162,2.2779396,-4.380556,4.1136622,17.047394,-2.566776
26239,0.5039528,-4.073101,-0.8240516,0.7027597,7.623648
26218,11.931287,0.75724435,-3.102355,0.73730713,3.2623315
26204,13.936248,0.9600999,-4.7599497,-0.58287257,1.2427261
26258,14.663994,2.5745196,7.0332456,-4.659997,-3.757698
26176,2.1757963,-2.4765568,5.390641,16.925642,-2.984984
26190,14.4306,1.9343005,0.4585983,-0.80649436,6.8781886
9466,13.730336,3.7917109,-1.38195,-0.027225703,3.4356897
9518,15.308643,1.3906599,3.2175143,-1.2898502,0.62948555
9532,-12.89884,18.313745,2.0499365,0.9114575,3.8246977
9506,14.23189,2.75674,4.5855923,-3.5286927,-4.7236853
9480,14.035609,0.4800866,-1.4412754,-0.61702746,6.249908
9488,15.038973,-0.6194365,-6.0522175,0.40312055,1.417293
9474,14.493788,2.8354025,-1.7500182,0.65646154,3.4343243
14574,15.042179,1.6759931,1.8405644,-1.4393066,1.5875776
14558,13.291891,7.4714375,-0.12115684,0.29154792,-0.1729047
14473,3.2593913,-6.712383,0.55069095,16.212406,-1.9650015
14696,13.960393,0.69315654,-6.565097,0.005162596,-0.046569195
14634,15.231302,4.0207496,2.2045164,-0.5966373,-1.6039741
14675,15.803511,0.6910946,3.1289535,-2.8631785,-3.8340788
14743,14.812489,1.475714,0.059443496,0.14767985,5.8533034
14444,1.9915059,-5.414965,-2.7272189,18.166922,-4.807417
14508,14.656678,3.810912,0.14504765,-0.8719823,0.1465957
14662,13.446037,4.8918962,-1.2262009,-0.48147556,-3.6210377
14726,2.8041074,-4.8986883,1.5691019,16.252808,-6.2279277
14490,14.728928,0.58175373,1.2098674,0.05686497,9.535209
14590,14.722556,3.9325697,5.638156,-2.0716882,-1.0600594
14735,-4.511801,3.5061285,2.8085897,2.6004899,-6.258596
14605,14.6881895,0.5694637,-6.3127193,0.18391675,-0.57523566
14686,13.544562,4.9932127,4.09053,-2.7540877,-3.7105536
14620,13.811803,2.5231547,-0.090110734,-0.54042846,3.091106
14706,13.049691,4.531017,-3.9444964,-0.20711008,-1.4807076
14648,14.91113,4.1689243,4.573759,-1.4461775,0.9407233
14526,15.866199,0.91403776,4.7552977,-2.0161614,-0.34195015
14716,13.817926,2.5313673,-6.271333,0.8254332,-0.6211964
11040,-6.795249,-4.2733636,5.1478324,-5.246854,-0.8619109
10954,-4.2813,0.41714698,-1.3220239,-0.7025908,-1.1770225
11024,15.627916,0.3303232,3.6754668,-3.4368303,-7.3985868
10934,-2.4166255,-4.9943786,2.9354072,1.8080409,5.919254
10973,13.875053,1.7337983,-4.6617246,0.030134568,1.2590055
10991,-4.476411,-2.463021,3.1738622,-5.9180365,-3.3852334
10914,-3.2743948,-0.74313796,4.953322,1.0191106,4.039323
11791,-7.777446,9.185758,-0.78086656,-1.5784765,-0.59488595
11775,14.54153,0.041626792,-1.9079,-2.1113012,-0.55251217
11826,-3.265621,-5.6766214,0.34958616,-5.1103144,-6.952602
11935,15.165215,0.25553983,-0.20923963,-2.35428,-3.8885124
11846,13.492694,1.4868196,-3.1059482,0.17894343,6.9044113
11946,-5.1523275,-4.095724,7.0435505,-4.012866,0.5600183
11913,13.466997,6.2752547,2.5955203,-1.0803015,-1.9819453
454,13.212933,3.3060172,-4.747987,-0.8338186,-4.717383
517,3.5402274,-6.478225,8.506312,13.628588,-3.3503845
578,-0.19269365,-3.575304,4.8454323,0.7141686,-3.3229342
509,0.55119294,-6.7537003,7.675027,1.027191,2.3912096
540,-2.1543567,-0.9192282,7.3295546,-3.5536065,-2.1698155
550,0.6414242,-3.1740167,-2.1076236,17.752703,-2.9435086
483,-1.0135521,-4.8415947,-3.3229914,3.500115,2.215015
11836,-1.8772113,-2.8082583,8.815995,-4.320594,-2.199199
11924,-5.2061687,7.0060225,4.066584,-0.18084446,0.39819434
11754,-2.0400107,-4.4259834,2.89074,2.7353966,-0.34229624
11879,-4.225097,-1.6356654,5.834371,-0.92677647,2.2771904
11730,13.792608,5.754803,8.628099,-5.186093,-8.710041
11891,14.124038,3.4826205,1.7123244,-3.4065957,-8.1086
11902,2.5109468,-0.6551876,2.9573386,1.9918784,0.53336126
11957,-2.5268002,-2.6658893,4.134069,-2.6067545,-2.9476657
11766,-1.1811229,-3.3688266,8.05247,3.9864798,-3.3174899
11783,14.024572,5.5838995,2.4807127,-0.19111647,3.818013
11868,14.466681,2.2957802,3.2518587,-2.9490464,0.011751352
11741,14.097036,4.241733,2.7195709,-1.7499844,0.8500805
11816,2.7170408,-6.0324383,8.711788,12.557601,-3.068772
11968,-3.0393934,-3.5219765,8.148496,-5.218236,-5.417517
23077,-0.86139584,0.8849032,4.7333794,5.9426465,0.04817001
22963,15.807288,0.93835884,4.0925064,-2.0984406,-2.6809947
23060,13.910357,4.637364,8.87863,-4.9196544,-4.7179713
23043,15.9909115,-2.0351942,-0.78032374,-1.1401321,0.6183969
22970,-3.9321554,-6.1532917,6.7265596,-4.4436536,1.2965174
22977,15.262589,-0.22587493,7.969475,-3.9940553,1.7273146
23016,-0.39257145,-3.5279365,9.46182,-0.7029473,-0.4098251
15175,14.260315,5.1222095,3.3918164,-0.9289696,1.4314308
15417,15.109946,3.0936458,8.393633,-3.424792,-0.760257
15279,14.918219,1.8361866,4.430837,-2.233013,-0.020047838
15191,0.6121449,-4.547989,7.668161,4.0769444,-0.8609287
15202,2.7692034,-3.9864714,9.688006,14.061698,-10.604145
15183,14.72632,2.0714226,3.608112,-3.6644561,-5.1428514
15496,-1.1895206,-4.1135707,6.4676404,-0.5021923,-1.9725713
15433,13.8933115,7.5071006,2.8059294,0.03860559,-0.24194902
15449,14.559023,3.4613497,5.969496,-2.117681,1.5338668
15297,-2.7887242,-1.959133,9.13157,3.2035346,-2.112806
15368,-2.4726448,-5.1833034,5.1569686,-2.5262666,5.1254735
15261,14.444853,2.1252496,4.1411223,-2.2250557,2.4075003
15333,-1.8696734,-0.20468573,0.3434149,2.924206,0.3650712
15465,-0.3034946,-3.8052404,11.335542,9.146888,-2.7531698
15351,13.526102,4.3100343,-2.7446003,0.27260306,1.1633279
15315,15.03366,3.0479658,5.5944314,-2.0205061,1.0269723
15243,12.400546,10.095518,-1.2904251,0.050441217,-2.366849
15481,15.3239975,1.8984947,8.650071,-3.0943706,0.2710319
15385,13.845519,1.0028776,-7.926791,0.91927797,0.9105357
15213,-2.7073479,-6.5081587,2.0831475,-0.5192222,5.6954603
15226,-5.332548,-2.7506096,8.121556,-5.9257503,-2.6440732
7539,15.582135,0.034937546,1.6873091,-2.2929523,-2.61473
7295,-5.3648553,-5.3754015,-2.2981606,-1.1908946,-0.50032496
7426,12.704074,8.808576,0.4878409,0.15422541,0.84516644
7569,14.156496,5.106215,3.24808,-1.5749993,-0.5129321
7597,-4.182222,-3.0711834,4.802347,-1.3654753,-1.6794513
7409,2.0405304,-3.0276973,4.2215548,17.490225,-2.3973522
7358,14.612963,-0.29125926,-4.070647,-0.8286294,2.270044
7554,0.7556793,-4.1214747,7.8701243,0.92652375,3.3791597
7476,14.190339,1.304088,1.5373143,-1.0233384,5.818004
7303,13.951664,3.931552,0.26252663,-0.19506228,5.6177616
7282,13.433748,3.2437887,-3.6121805,0.17431854,4.160838
7524,-1.195879,-0.6738762,7.1424127,5.237383,1.0117569
7312,3.2163432,-2.6315744,8.201118,2.2268531,-4.4906454
7333,13.45696,2.3630867,-4.4805613,-0.8140299,1.6071302
7345,14.900578,3.8398943,9.540996,-4.5087304,-3.4584901
7443,-0.27493247,-1.2458732,7.3565626,9.594855,-6.857574
7375,-0.4089654,-2.6808536,6.1718845,3.956556,-7.7854714
7492,13.843657,1.2528708,-6.4419475,0.16968846,0.88940644
7460,13.3991165,5.312291,-0.19233944,-1.1187232,-0.33260667
7392,2.4896345,-4.506174,4.4211717,16.52513,-6.0947943
7287,-2.2303066,-5.702789,-0.06491439,2.2603354,-4.149218
20552,3.260846,-4.616206,12.019495,1.2147484,-0.8452424
20409,15.467119,0.27606788,1.7902368,-1.6241562,0.14828548
20565,-1.5610118,-5.105759,0.96858543,-0.20681332,-3.0244758
20435,1.5284144,-4.483719,1.3371696,18.675356,2.0145097
20474,-6.2188854,-0.8612745,13.378356,-7.71167,-5.4214115
20539,3.5504475,-7.6422734,8.306668,15.167136,-1.1645885
20422,1.2093668,-3.9456089,3.503719,9.466809,1.605121
569,-3.6632168,-6.8300953,5.282732,-0.79927504,-4.875401
664,15.264319,2.1082315,7.943993,-4.77571,-6.4280376
493,-3.7957954,-2.627086,-0.86576617,1.8658702,5.4663186
501,14.631592,1.7176459,6.3423843,-3.6351213,-3.152155
633,-0.8661141,-4.8107467,1.6144973,0.4859254,-7.7005744
463,0.3247325,-3.4638238,5.316476,3.8505363,-0.41369876
622,-4.569342,5.3869085,6.461739,2.8971367,1.049085
20577,14.945075,-0.7248397,-0.5921719,-1.4855505,0.32289648
20513,15.338601,-0.36533737,4.7386293,-3.0933323,3.5911727
20461,1.9389087,0.0006614476,9.177286,16.99179,-2.8251524
20526,-1.2948186,-3.0884025,-1.3627945,-1.0849208,-3.0735867
20500,15.6222,-0.049879953,3.1079113,-2.1503243,0.11883963
20395,13.132388,0.91585255,-7.9500003,-0.24542232,4.133551
20448,3.6191473,-4.507998,12.763946,13.957161,-9.704771
12286,2.7654283,-3.5726936,3.074705,7.756195,5.611025
12106,-1.3263505,-6.5778112,-0.85263276,-2.098928,5.6239696
12234,12.91572,5.803102,-0.21943092,-1.3192978,-1.3691107
12171,14.540432,2.581814,1.5937923,-1.8191813,1.0088075
12310,13.246354,3.6862128,-7.604881,0.34411743,-2.0393307
12222,14.997867,1.1805298,0.9974301,-1.1280817,2.0486825
12158,14.343694,-0.812522,0.5035116,-1.6465589,8.146402
12272,15.428355,0.06020182,-0.35443,-0.6858352,3.6339028
12294,-2.7459126,-2.6754394,4.043616,4.8839355,-1.0823448
12145,14.633862,1.7204707,5.447983,-3.5716689,-0.075155705
12132,-0.9945394,-2.955568,5.962943,0.5954733,-2.0735233
12318,14.534481,3.3896203,4.0890036,-3.3414426,-5.475839
12210,14.371684,2.3830695,-0.75349003,-1.7868892,-1.3524221
12119,-0.24846303,-1.3920877,4.6474833,1.0190945,-1.4434161
11200,14.979445,1.3289744,1.2802083,-3.0740993,-5.366443
11165,-0.85448974,-4.4064245,0.9294628,3.8663602,-2.051049
11250,-2.7494943,-4.7715836,2.5293458,-4.3390737,-7.635319
11210,-5.2024755,-6.818957,-2.9794056,-2.9972994,1.5649652
11163,13.140865,4.3126755,-2.8169112,0.41678515,3.6413338
11175,-0.96458936,-4.2411175,0.2744978,6.3869085,0.47124496
11235,-5.6916575,3.0987878,4.878116,-0.8341726,3.8570464
18160,1.6324154,-3.510294,3.8163197,15.919674,2.1572146
18142,12.147307,5.8464084,-9.319695,0.37627372,-3.0705397
18194,-4.057224,0.72667515,3.0377753,1.3136147,1.3381126
18178,15.627495,-0.40352866,3.3671486,-1.76133,2.3546398
18250,7.886902,6.533688,-1.2651396,0.88905627,-2.6349595
18109,15.079323,0.74035436,8.701257,-4.2827854,0.17235808
18224,2.9354935,-3.1489048,5.985669,15.270251,-5.8705425
14226,15.643726,-1.2990432,-0.88883996,-1.1574744,-0.32312495
14136,14.0434,0.8536308,-7.2589407,-0.17278044,-4.4668264
14212,14.026356,0.8311055,2.5495296,-1.405528,10.4915905
14152,15.617712,-0.47880697,0.36375955,-1.8369684,-0.38010162
14312,13.752069,3.6561735,-1.586677,-1.1977011,-2.4496162
14278,14.089822,5.6003966,5.832618,-2.7466013,-3.1235623
14301,-0.045564663,1.0847561,-4.9883757,5.2162843,-3.7481713
14197,3.6335828,-6.589627,5.5508375,16.219954,-4.8431234
14068,15.128819,1.4236321,2.2239037,-2.6557844,-2.742463
14322,1.7713001,-5.0582814,6.471199,13.18347,-3.4014623
14119,-5.674392,-3.6847785,5.93454,-5.870589,-3.6078367
14036,2.5574067,-5.67042,8.171064,14.73988,-3.5616043
14056,-6.2427197,-3.481596,4.6195908,-5.0364833,7.192491
14331,14.697527,0.96167785,-0.42404377,-1.4846796,-0.08464917
14240,14.166577,-0.13964486,-4.0780616,-0.5985329,3.6556945
14340,14.980687,3.252896,0.46506375,-0.630355,-1.8027987
14167,2.366916,-6.9161873,1.3516846,15.630609,-6.2366047
14102,1.250161,-5.7560573,13.624872,11.066779,-1.5118432
14253,0.8223998,-3.3057694,3.2111597,8.144758,-0.06866087
14290,12.829628,3.5523639,1.3796293,-2.3800075,2.083862
14085,-0.3423027,-7.503175,5.457687,4.3721724,1.4304742
11893,-0.8811739,4.333316,7.3824344,6.9745946,-0.8823581
11926,13.696897,4.269577,-2.4442003,-0.09430298,-0.6866847
11937,-4.2994356,1.056065,13.588045,-3.049025,-6.9678144
11881,1.8577783,-4.357908,6.7386265,-1.2528473,-3.077093
11959,1.6133542,-2.7328312,8.577731,13.353213,-3.2389288
11970,14.196759,0.12322791,-3.1797886,-2.4086537,-2.8338974
11904,15.180394,1.0619667,5.8105264,-3.3172417,-0.52485
22294,1.7653043,-3.0916462,5.786362,14.051898,-4.3149524
22465,14.631636,1.7444237,-0.1217567,0.37276298,5.596198
22342,14.617065,-0.76601696,-7.5250106,0.29352772,-1.0238503
22378,0.22065854,-4.8571105,12.145614,2.6167412,1.2823229
22448,-0.11231776,-3.0743375,8.35548,5.9950027,-1.7341691
22601,-1.0327454,3.632659,8.60587,14.485998,-1.6055259
22307,-3.4682915,-5.266789,1.645676,-4.9499393,-5.8773074
7859,14.311269,3.423144,-0.7528888,0.1370631,3.011687
7793,14.866805,-0.1590823,-1.0399559,-2.7642486,-2.2254598
7891,14.229081,3.1339912,-3.6713045,0.15225805,-0.6087944
7743,15.325107,-1.6612029,-4.1497,-0.15869787,3.2115102
8017,-4.6180105,-6.0848055,-3.5607734,-0.25871527,2.746096
7697,-5.3411183,-4.673472,-3.0804522,-3.2012904,5.565028
7776,-12.343511,18.251133,1.7767762,1.0324658,3.249613
22510,14.152565,0.6504826,-5.4198227,-0.3009299,1.7535403
22360,-4.6256423,0.75629234,-6.317858,2.36971,-0.6333797
22583,-0.86322904,-1.8674998,4.969906,-0.4191741,0.87927675
22324,2.2258637,-4.8112946,2.7411048,17.149734,5.119143
22567,-4.7257895,-3.2694495,0.8475434,-3.3549569,0.83628243
22496,1.9710741,-3.8490765,7.6880794,16.154354,-1.7114635
22591,-5.846468,-3.1605694,5.20008,-1.6941978,0.02670606
22559,-3.5170743,-1.918154,2.2244709,-2.2523408,-0.5909296
22596,14.925127,0.4404084,0.036175065,-1.5128281,-2.0859687
22431,-0.61386114,3.871312,2.9995046,3.8621325,-0.72453314
22575,13.533133,2.3278856,-9.0112505,-0.42990828,-4.915902
22481,1.7720224,-2.9919658,7.7466526,13.779108,-2.7183864
22536,-3.3241503,2.5874453,6.3121295,10.678656,-0.11544024
22524,13.364085,3.8770313,-0.7397423,-1.3325851,-0.25125083
18094,-2.3967435,-3.5829859,0.35919154,4.870635,7.0364246
18251,14.6312685,4.2664075,4.3967557,-1.1638287,2.3231387
18239,14.782247,0.103584245,-3.1482818,0.3097509,5.0940623
18225,-0.39141136,-5.682904,2.8072505,0.26592645,-2.2124588
18081,14.413953,2.0726268,0.6747258,-0.1116207,6.205576
18064,15.068008,0.6507971,3.8122644,-2.3353324,2.707787
18072,12.859457,3.2160847,-6.2743254,-0.15611947,-4.478922
1236,-4.30455,-5.3885365,2.8639336,-4.46145,1.2652617
1288,15.295425,2.291682,7.47638,-3.0672,-1.4946846
1269,15.4505625,0.29850078,0.6471514,-1.4859058,-0.5124801
