,0,1,2,3,4
2295,26019,Century Hotel Antwerpen Centrum,"The hotel was pleasantly staffed and comfortable, and in an excellent location.",Sometimes there was much noise from guests returning after a night out.,8.8
2296,25599,Century Hotel Antwerpen Centrum,It's right across the central station and is close to the city center but is not within a lot of noise.,"Doors closed very loudly, and there is barely any soundproofing, so if you are a light sleeper, you will have a hard time sleeping through it in the morning. The beds were very soft, so that might be uncomfortable for some.",5.0
2297,25575,Century Hotel Antwerpen Centrum,breakfast OK good location of the hotel,poor cleanlinnes not very pleasant staff,3.0
2298,26151,Century Hotel Antwerpen Centrum,,"The bed had a bad smell.
All other things were ok, but slepping at that bed was a bit gross.",5.0
2299,25565,Century Hotel Antwerpen Centrum,"Great locations, not far from thw train and bus stations in the hearth of the City.starf are nice ans friendly",More effort in room cleaning,10.0
2300,25476,Century Hotel Antwerpen Centrum,Very friendly stuff on the lobby.,"No Mini Bar in the Room. Carpets in the Room have to be changed. 
In the Restaurant stuff have to react quicker when something missing,  because,  everything missing,  started with refilling of food till juice. I lost my 9,5 euros,  but never mind. ",9.0
2301,24709,Century Hotel Antwerpen Centrum,Location was fine,Room did not have tea & coffee making facilities Bed in room was unstable due to broken leg. Maintenance man did fix it for subsequent nights. Use of a hair drier required 10 euro deposit and collecting from reception each time it was needed.,6.0
2302,24908,Century Hotel Antwerpen Centrum,The shower,Carpet was wet and dirty the next rooms costumer make lots of noise,7.9
2303,25158,Century Hotel Antwerpen Centrum,The room and bathroom were clean.,"The breakfast was poor because there weren't enough tables, and there was a 10-15 minute wait to get in, and then the people were left to deal with it themselves. We were waiting for 20 min for fresh bread. The butter ran out and didn't get replaced.  We also had to make our own bed, why?",6.3
2304,25170,Century Hotel Antwerpen Centrum,Good price quality deal,Breakfast room,6.0
2305,24960,Century Hotel Antwerpen Centrum,"Only spending 1 night in city and passing through in morning, so location outside the train station is perfect",nothing to complain about,7.5
2306,25904,Century Hotel Antwerpen Centrum,location,"Noise on that level,  very very expensive publi parking",8.5
2307,24487,Century Hotel Antwerpen Centrum,"Strategic position in front of Central Station, very close to the diamond district. Rooms are OK, but don't expect anything even near luxury","Extenal door was closed at 9,30pm!! Rang the bell several times and nobody was there to open. On the door there is a post with a phone to call and guess what, wrong number (!) Mosquitos in the room Cheap TV set, uneasy to operate",7.0
2308,25339,Century Hotel Antwerpen Centrum,I've booked a 3 person room and actually got a 4 person room. That was a nice surprise. I've stayed at this hotel before (in 2015) and my experience was the same. Spacious rooms and all the basic facilities you need.,"Rooms are a bit outdated, there are some stains on the carpet and some stains around the bathroom, to be expected from hotels this age. Not a big deal for me, especially at this price point. If the rooms are refurbished they can easily charge more money.",7.5
2309,24793,Century Hotel Antwerpen Centrum,"Great location, comfortable bed, big room."," Not 100% clean, dysfunctional shower pipe, toilet brush missing, a bit of noisy area, due to city center and centraal station. ",5.8
2310,25291,Century Hotel Antwerpen Centrum,Location was OK.,Bed was not top. WIFI was not working in my room. I had to move to the door to receive connection. Working table was to small.,7.9
2311,24647,Century Hotel Antwerpen Centrum,"Good size room, nice easy layout and comfortable bed. Good shower!","Mostly the staff were friendly except on checkout day, one of the staff were quite miserable.",8.0
2312,25021,Century Hotel Antwerpen Centrum,"Good location, close to station, about a 20 minute walk to Groenplaats. Loads of rooms so as we were a party of 16, we could all stay at the same place. It was pretty much as expected from other reviews, no frills, OK price. Not great, not awful. Good for a lads weekend away, not the kind of place you would take your partner for a romantic weekend! I loved the city of Antwerp, far better than anticipated, would definitely visit the city again.",,6.7
2313,24415,Century Hotel Antwerpen Centrum,The staff were nice and gave us an upgrade,,6.0
2314,25614,Century Hotel Antwerpen Centrum,"Location is perfect which was the main reason of selection. Based on the price compared with other hotels in same location, you get what you paid for. Bed was very comfortable and toilet very clean which is an important factor for me.","Table was detached from wall, no mini fridge or at least a bottle of water which is 1 EU.  Room could not be more basic. Free internet yes but the basic package so no speed, watching a movie on your laptop was out the question. My neighbor room had dogs, barking regular, surprised they let dogs in a hotel.",5.0
2315,25666,Century Hotel Antwerpen Centrum,"Baaic hotel matching the price, don't expect luxury for $50 per night. Clean, good bed, room was warm, great location.","A bit dirty under the bed but nothing awful, just some dust.",9.0
2316,25424,Century Hotel Antwerpen Centrum,"In front of central station. I was surprised to the price for the good room even if Sunday night in winter. Check in time is from 15:00, but the reception kindly accepted me at 14:20.",Nothing.,9.0
2317,25515,Century Hotel Antwerpen Centrum,Thr distance from the Central station and the shopping center,The staff was not kind as it should be at an hotel. It was more like they are forced to work there. Especially the staff in the kitchen,5.0
2318,24880,Century Hotel Antwerpen Centrum,"Extremely noisy environment during the night, hard to sleep with open window.",,6.7
2319,25865,Century Hotel Antwerpen Centrum,"So close to the train station. 
Comfortable room and nice staff.",Nothing,9.2
2320,25245,Century Hotel Antwerpen Centrum,"Convenient location, adequate facilities and was good value for money. ","I was attacked by spiders on the first night and had to go to hospital in Antwerp the following afternoon. When I informed the staff and requested to change rooms, they didn't really care about my well being and just told me they changed the sheets, refusing my request of a different room. I didn't feel like a very valued customer in that case but you get what you pay for I suppose. ",7.5
2321,26242,Century Hotel Antwerpen Centrum,,"Mattresses could be replaced - they are old and very not smooth, so not so nice to sleep on them.",8.8
2322,25798,Century Hotel Antwerpen Centrum,A small hotel close to Antwerp Station and many of the tourist attractions. Comfortable bed and clean room and facilities Another hotel with good breakfast and selection of food,I am waiting for them to provide tea-making facilities in the rooms,9.0
2323,24659,Century Hotel Antwerpen Centrum,Cleaning room,You can Heard all life of your neihbourg,6.0
2324,24894,Century Hotel Antwerpen Centrum,"Very centrally located, just opposite the central station.","Parking was a very problem, we arrived at the hotel late in the evening. We were directed to a parking place. The barrier in the park opened when we took the ticket and closed when we moved behind us, but the gate didn't open so we were trapped between the barrier and the gate for about half an hour since everyone had left the parking building and we couldn't reach anyone.",7.1
2325,25273,Century Hotel Antwerpen Centrum,Location next to station,"Beds, no mini fridge, no kettle in the roon",6.3
2326,25945,Century Hotel Antwerpen Centrum,The only good things: - Beds - Location (ahead of Central Station and Parking nearby),"The guy at the reception did not greet us and we had to wait a few minutes before he started to help us. Even then he did not even said hello.  The space in the room was okay, the beds were fine and clean. The shower did not even had a holder for the shower, the shower curtain was dirty, all the buttons in the room were sticky and the heater did not work. There were only two electronical sockets.",5.0
2327,24701,Century Hotel Antwerpen Centrum,Excellent location for any transport,Beds are not comfortable at all,7.0
2328,24401,Century Hotel Antwerpen Centrum,The location is great.,There were some loud neighbors on my floor.,8.0
2329,25096,Century Hotel Antwerpen Centrum,Location: Top Bathroom: OK,Nothing special.,7.9
2330,24754,Century Hotel Antwerpen Centrum,"Loved the central location of the hotel. Everything was within walking distance  (train station, restaurants, shops,  etc.) The rooms were not fancy or big, but adequate for amount of time we spent in them. Price was great. Will definitely return.","The only negative thing that caught my attention were the carpets! They were very old, with some dubious stains. With the beds being very low, you could see everything!",7.9
2331,24451,Century Hotel Antwerpen Centrum,Hotel right near central station. Very freindly and helpful staff. Fast WLAN.,The matrasses are too soft for me. Worn out carpet.,8.0
2332,24505,Century Hotel Antwerpen Centrum,Room was clean. Very good location. Value for the money.,Neibour rooms one night were very noisy and comming and going arrount among their rooms at night.,7.0
2333,24692,Century Hotel Antwerpen Centrum,Location is great. Simple and clean as we wanted. Helpfull staff,"Nothing, considering the price and the returns value ",8.0
2334,26042,Century Hotel Antwerpen Centrum,Location is next to the Central station literally can walk into through the left gate next to the Panos coffee shop,"The room is just good if need a room cheap, WiFi sucks when not close to door it not even a single bar, the room bad mattress is low and not good for people with back prob, the electrical sockets is weird with no adaptor available, reception service at night pretty rude.",4.6
2335,24808,Century Hotel Antwerpen Centrum,Location is amazing.,Rooms are very small. No air conditioning. No hair dryer available. Not enough electrical outlets. Light switch doesn't work. Elevators very slow. BreakfAst over priced.,6.7
2336,26268,Century Hotel Antwerpen Centrum,Good location for train or bus travelers! Arrived via train just next door and left with a bus just one block away.,"The room was cleaned but the walls were dirty, they even had hand prints on them which was a bit creepy. There was also hairpin on the floor from the previous guest. Other than that my stay was good, everything worked and was as expected.",5.0
2337,25300,Century Hotel Antwerpen Centrum,"1, I booked one room with two beds, but I found one room have four beds, that's too much for me. 2, no hair dryer 3, the breakfeast is a little under my expection. But I know that the price in Antwerpen is high",,7.9
2338,21354,Chalets Eureka & Bloemenduin Koksijde,Everything was fine,Nothing about the camp,10.0
2339,21329,Chalets Eureka & Bloemenduin Koksijde,Pragmatic equipment.,It was cold at the day beginning. Limited hit water.,8.3
2340,21345,Chalets Eureka & Bloemenduin Koksijde,great value for  money good location very safe and secure friendly staff coking facilities sufficient for 12 days table inside and out modern caravan,nothing,10.0
2341,21379,Chalets Eureka & Bloemenduin Koksijde,"The chalet is outstanding.  Clean, spacious (except the bedrooms) and comfortable.",There is little in addition to the campsite itself.  We knew before going.,9.2
2342,21409,Chalets Eureka & Bloemenduin Koksijde,Free upgrade to a bigger cabin. Calm camp ground.,Bring your own bed sheets (or you have to rent them).,8.3
2343,21364,Chalets Eureka & Bloemenduin Koksijde,"We had a great stay in a very comfortable, self-catering chalet in Bloemenduin. We didn't want a busy park with late night entertainment this year (after staying in a bigger and noisier park last year) so we were delighted with the peaceful, friendly atmosphere . It is a small, quiet park with lovely staff and if you're looking for a great base from which to explore the Belgian coast its well worth a look. ",,10.0
2344,21308,Chalets Eureka & Bloemenduin Koksijde,There's an open terrace and the location is just 5 mins drive to the center.,No garbage bin in the kitchen and in the toilet. Not enough kitchen utensils like spatula and a big salad bowl.,8.0
2345,11074,Chambre d'hotes CAPRICE B&B WEPION,"Beautiful location by the Meuse. Excellent restaurant with helpful staff. Clean, spacious and generally well appointed room with excellent, modern bathroom. Good breakfast served by helpful and friendly staff. Good value for money.",A safe in the room would have been welcome. It would have been good to have coffee making facilities in the room as well.,8.0
2346,10916,Chambre d'hotes CAPRICE B&B WEPION,Easily accessible. Rooms recently renovated. Space for dining in room.,,9.0
2347,11089,Chambre d'hotes CAPRICE B&B WEPION,Wonderful views. I also liked the fact that the breakfast was optional.,,9.6
2348,11148,Chambre d'hotes CAPRICE B&B WEPION,"Wonderful views from my top floor bedroom.  I had a turret where I could use my laptop and watch the river go by.  All the staff were excellent and could cope with my somewhat lacking attempts to speak French.  Ate in the restaurant three times.  Food was excellent.  Breakfast was provided by a very helpful and cheerful young lady. The room was clean and spacious, with a very comfortable bed.",Nothing worth commenting on,10.0
2349,11160,Chambre d'hotes CAPRICE B&B WEPION,"Car parking next to building. Nice restaurant with spacious terrace. River with dramatic cliffs across street. Room was huge #2. Saw room #4. Both 2 and 4 are in the turret with 220degree views.
Breakfast is simple per regional standard. Bed is comfortable. Photos are of room 4. No skylight in room 2.","Just a warning that stairs are required to get to room and to get to room 4, it is a bit of a climb for older folks.",10.0
2350,11010,Chambre d'hotes CAPRICE B&B WEPION,"A beautiful old house with charm, located perfectly along the river, with a great restaurant just across the street. We had a beautiful view from our window. Lovely.",,8.0
2351,11158,Chambre d'hotes CAPRICE B&B WEPION,Breakfast was huge and very tasty. Sitting by the window overlooking the river and having the early morning sun come onto your face. Rooms were spacious with all linens provided. Superb view over the river from the tower room we had.,Bit noisy but you get that with the street just out front.,10.0
2352,6844,Aloft Brussels Schuman,The hotel was in a good location with lots of accessibly transport to central Brussels. There were lots of bars and restaurants within walking distance. The bed was so comfy and the room was more than adequate and spacious. Having a hairdryer and iron in the room was handy. The staff were friendly and helpful and the bar area was a nice place to relax.,The kettle in the room smelt vinegary where it had been descaled and even though I boiled it a few times I couldn't get rid of the smell/taste. To be honest I forgot to report it to reception and it didn't in any way affect my enjoyment.,9.6
2353,6792,Aloft Brussels Schuman,"Spacious, the bed was comfortable",Nothing,10.0
2354,6393,Aloft Brussels Schuman,"Excellent modern hotel, with great location, great rooms, great stuff, great food",,10.0
2355,6870,Aloft Brussels Schuman,The size of the room. The available amenities. The location by the rail.,Everything was great. Breakfast was ok.,10.0
2356,6895,Aloft Brussels Schuman,Helpful staff as always!,The hotel and the room are not as clean we it used to be. The corridor and the room could be brighter. A bigger bin in toilet might help keep the room Feel cleaner.,8.3
2357,6995,Aloft Brussels Schuman,"Staff very polite and easy going, great rooms, breakfast offers wide variety of wide, all in all, place for a great stay in Brussels! ",,10.0
2358,6629,Aloft Brussels Schuman,"ROOm v quiet, aircon silent, blackout curtains, comfortable, clean, fab shower, free upgrade!",Cant think of a downside except mayb didnt seem to have hot brekkie,9.6
2359,11042,Chambre d'hotes CAPRICE B&B WEPION,This property is adorable. The location is wonderful. It's quiet and serene. The views across the street are perfection! The room was adorable and the bathroom was newly remodeled and spacious. Loved every bit of it.,,10.0
2360,10876,Chambre d'hotes CAPRICE B&B WEPION,"Everything was nice and super clean ! 
Breakfast was delicious, very friendly people 
The view from the room is just incredible ",,10.0
2361,10993,Chambre d'hotes CAPRICE B&B WEPION,"Very comfortable bed, very friendly Personal",-,10.0
2362,10975,Chambre d'hotes CAPRICE B&B WEPION,"Both the room and ensuite bathroom were clean and spaceous, and beautifully decorated.
The staff was very friendly. 
Love the idea of an ice cream shop and Korean grill  in the same building, if we ever come back we will certainly have dinner on location.","The breakfast was good, however nothing special for the price.",8.0
2363,10936,Chambre d'hotes CAPRICE B&B WEPION,"Breakfast was very basic, but I think Covid has alot to do with this.",Nothing specific.  Little touches could be improved on.,8.0
2364,11137,Chambre d'hotes CAPRICE B&B WEPION,"It's like a boutique hotel with few rooms. We had #4 with river view (la Meuse/the Maas). Room was like a small flat, much more than I expected for 69,-$. This house is mainly a restaurant, so don't expect standard hotel services like 24h-reception. Breakfast was plenty with standard products at 10,-$/pP. I liked the bread and the coffee and the Marmelade best. The restaurant is quite good, and there are some good Chinese close to this place. Consider you are in a suburb of Namur. The road is busy by day but quite by night. Make sure everybody of your group is able to climb stairs.",Less mosquitos please,10.0
2365,11103,Chambre d'hotes CAPRICE B&B WEPION,"Very big and comfortable room, breakfast handmade, good position near the river, excellent restaurant ",,10.0
2366,10896,Chambre d'hotes CAPRICE B&B WEPION,"The woman working there was so kind and amazing. We reserved for breakfast, but due to circumstances we had to leave before breakast, so we called it in we couldn't do breakfast and what time we had to leave. She made sure we had lunch and coffee on the way. This was a lovely touch !",The shower was not really super hot in the evening. In the morning it was fine !,8.0
2367,11131,Chambre d'hotes CAPRICE B&B WEPION,"Friendly helpful staff, lovely location, great food in the restaurant.",Basic furnishing in room - a soft chair to sit and read would have been nice.,9.2
2368,11026,Chambre d'hotes CAPRICE B&B WEPION,Beautiful building. Well-decorated and furnished.,"It was not completely finished; when everything is done, it will be a great b&b/hotel.
The shower didn't always have warm water.",9.0
2369,11058,Chambre d'hotes CAPRICE B&B WEPION,"Free Parking, location on the river, old character building and we arrived late and could have dinner at the restaurant.","Mosquitos, keep window closed.",8.8
2370,11125,Chambre d'hotes CAPRICE B&B WEPION,First nights stay in a decent room.,"We had two nights stays on different weeks. First night stay lovely,great room.
Second nights stay was up in the roof with no head room to sit up in bed .Both myself and my wife kept hitting our heads.",7.5
2371,11156,Chambre d'hotes CAPRICE B&B WEPION,"Beautiful location on the river, large room (and bathroom) with everything I needed. Staff were friendly and helpful, even those whose English wasn't much better than my French.","Stairs, but I'm getting old.",10.0
2372,11143,Chambre d'hotes CAPRICE B&B WEPION,"Excellent all round. Food superb, staff brilliant. In fact everything about the place was excellent and I would definitely recommend.",,10.0
2373,5235,Chambre d'hotes CitaBel'Air,"We loved everything about our stay - very comfortable bed, large bathroom with an excellent shower, and a really delicious breakfast. The air conditioning and the pool were both very welcome as the weather was really hot. There  house was very quiet and peaceful. It is a 30 minute walk down the hill into Namur, which is a good place to find restaurants and to have a walk in the evening. ",Nothing,10.0
2374,5289,Chambre d'hotes CitaBel'Air,"The owners were friendly and very informative about the area. The accommodation was stunning, spacious and well designed. The balcony was a relaxing place to sit out on and we enjoyed using the pool. ",Nothing to dislike.,9.6
2375,5197,Chambre d'hotes CitaBel'Air,Lovely large private room with separate sitting room. Private terrace and large bathroom. Perfect for a weekend with a lived one.,Everything was great,10.0
2376,5253,Chambre d'hotes CitaBel'Air,"What a wonderful property and a perfect room. We were expecting something quite special for the last night of our holiday and it comfortably exceeded what we hoped for. Great host, great room, wonderful art and a bathroom that high end hotels would envy. Just perfect in every way",,10.0
2377,5307,Chambre d'hotes CitaBel'Air,Everything was perfect!,Leaving after just 2 nights!,10.0
2378,5271,Chambre d'hotes CitaBel'Air,We liked pretty much everything but especially the friendly welcome and pool for a nice cooling did after we arrived. Facilities were excellent.,"The location, just above the Citadel, was OK for for the 20 minute walk down to the town but we would recommend a taxi back.",9.6
2379,5216,Chambre d'hotes CitaBel'Air,Warm welcome  Beautiful appartment Tea and Coffee facilities available Nothing seemed too much trouble,We have no negative comments,9.6
2380,7484,Chambres d'hotes des Ardennes,A nice house in a beautiful and quiet village.,"Checkin can only be done very late after 18pm, and checkout must be done early before 10am.",8.0
2381,7468,Chambres d'hotes des Ardennes,Nothing,"The description of the accommodation does not match the reality. The is no TV, no fridge, the bathroom is shared and the the door cannot be locked. The bedding is poor. No comfort at all. The accommodation should not be on offer.",3.3
2382,7435,Chambres d'hotes des Ardennes,"It is a good place to stop on the way to Han-sur-Lesse Caves. You will share the bathroom and the kitchen with the rest of the guests and the host. She is welcoming, friendly and does her best to be discreet.",The house has a good potential but needs renovation and more accurate cleaning.,7.1
2383,7500,Chambres d'hotes des Ardennes,"A lovely retreat in the Ardennes, and a most gracious hostess who made us feel so welcome. We will happily return to this lovely BB!",,10.0
2384,7401,Chambres d'hotes des Ardennes,"Access to the kitchen, good breakfast, comfortable beds, a possibility to play billard, and many walking opportunities around the village.",,8.0
2385,7384,Chambres d'hotes des Ardennes,"Edith was a very friendly hostess and served a great breakfast.  We stayed in a family room on the first floor which had plenty space to move around in.  There is a large communal bathroom on the first floor. The garden had enough seating for all the guests.  The guests also have access to a large, very well equipped kitchen.  Our small dog was most welcome.  We also enjoyed the large games rooms equipped with a snooker and soccer table.",,8.0
2386,7452,Chambres d'hotes des Ardennes,The location and the host was excellent. There are great walks around and it's a short drive from bigger interest points. . The place has a kitchen with all equipment you need to make dinner and you can enjoy it in the garden that is available for use. And dogs are welcome!,"Not a negative, just a note - it's a family house turned into BnB therefore the sound isolation is not the top one. But if you get quiet neighbors, then it's excellent!",8.3
2387,6103,Charlie Rockets Youth Hostel,"We had no big expectations, so everything was good for us",,10.0
2388,5319,Charlie Rockets Youth Hostel,The location is perfect and the bed was comfortable.,"There is nothing to make you feel welcome and comfortable in this hostel. No locker in the toilet/bathroom, no shelves, nowhere you can put your staff in the room while exploring the city. To my mind it was bad value for money, although it was the cheapest option in Brigge.",5.8
2389,6117,Charlie Rockets Youth Hostel,"Very nice old building near the city centre, with tiny but confortable rooms. The staff was very welcoming and helpful!","There was some noise at night, since the groundfloor is a bar.",9.6
2390,5537,Charlie Rockets Youth Hostel,"Great location and the bar it's great, clean place ","Not really a hostel more like a B&B, no kitchen facilities at all(no fridge, microwave, hob, etc) no comunal place. It's  bar and restaurant with rooms to rent. Bar until 4:00 and rooms on top. ",7.1
2391,5825,Charlie Rockets Youth Hostel,Very good location. Nice bar.,"Terrible bed, seems a water mattress. Bad shower experience.",6.7
2392,5789,Charlie Rockets Youth Hostel,"Good location, friendly staff, lively atmosphere, bed was comfy. Facilities are basic but clean.",It's underneath a bar so loud at night,8.8
2393,5802,Charlie Rockets Youth Hostel,"Hostel location, price.",The location of electrical outlets in the room.,7.1
2394,5550,Charlie Rockets Youth Hostel,Location of the hostel is great and so is their bar with pool and gaming facilities. The mattresses were comfortable.,"I had booked a separate twin room, which had sticky floors (assuming whatever they use for cleaning), the room was boiling all night (yes, I tried to switch off the heating) and one of the bed linen was dirty. The staff wasn't rude but I didn't find them very friendly either. Breakfast was very basic, bread and boiled eggs.",6.7
2395,6089,Charlie Rockets Youth Hostel,Location was fabulous. Staff friendly and cheerful and looked after you.,Shower sprayed around the bathroom. Bit slippery. But as long as you took a bit of care you are ok,10.0
2396,5814,Charlie Rockets Youth Hostel,"location
price
stuff","facilities were poor, there was no hairdryer, sometimes soap was missing in the bathrooms ",8.3
2397,6060,Charlie Rockets Youth Hostel,"Great location and price, evening entertainment was a great surprise wasn't expecting it, food was amazing, very big portion. Staff were very helpful and friendly, especially the gentleman who works the breakfast shift. Will definitely return.",Would have been nice to have a kettle in room or available to use but staff were helpful in providing hot water when requested.,9.6
2398,5157,Charlie Rockets Youth Hostel,The location is excellent. The fact that there's a nice bar downstairs is so convenient. It adds a cool vibe to the place.,The hostel part seems quite old and it is not cleaned often.,8.0
2399,5401,Charlie Rockets Youth Hostel,It is just where all the attractions are.,"No wardrobe in the room. Just bed and table, I guess a room in Belgium prison has more stuff in it. The breakfast they offer is just bread and coffee.",7.1
2400,5701,Charlie Rockets Youth Hostel,"The pub is cool, the hostel is in a good location close to the city centre. We have been upgraded to a room only for us free of charge.",The walls are too thin and don't block the noise coming from outside the room. The pillow was too big.,7.1
2401,5652,Charlie Rockets Youth Hostel,Beds were comfy and the showers were clean. Location was excellent and easy to get to on foot from the station. The 24x7 reception helped because I did not have to worry about delays on my way to Bruges.,No handwash was provided in the toilets.  The bar was open till 4am and the noise carried to the rooms somewhat.  But I wasn't too fussed about it as I still got some decent sleep. The staff could have been friendlier.,8.8
2402,5916,Charlie Rockets Youth Hostel,Hostel too close to Grote Markt. Near there is a store. Good view. Hostel has a Cofee & bar at first floor,,9.2
2403,5370,Charlie Rockets Youth Hostel,The bar is awesome and the location,"That it does not have Signals for the rooms or storage luggage, and it is a little bit complicated to find them ",8.3
2404,5685,Charlie Rockets Youth Hostel,The atmosphere was so amazing thanks to being a bar at the same time. The breakfast was sufficient and the location is the one of the best thing about the hostel. The man on the bar/reception gave us a great local map. He was so friendly and helpful. We enjoyed our stayed in here!,The room is simple and the facilities are a little bit old. Don't get your hopes high it's a budget hostel anyway.  The beds were really comfortable though :),7.9
2405,5143,Charlie Rockets Youth Hostel,,Mosquitos in the room!  We couldn't close windows because was to hot in the room so we finished with Mosquito bits everywhere,7.0
2406,5898,Charlie Rockets Youth Hostel,"Convenient location, quick check in, friendly staff and clean facilities!",Bed/mattress wasn't too comfy,9.2
2407,5717,Charlie Rockets Youth Hostel,"Good value for money (not dinner, which was expensive). Apparently the most 'hip' place in Ghent","Bathroom had no locks, dinner was expensive",7.1
2408,6247,Charlie Rockets Youth Hostel,"The location is pretty good, however Bruges is a small town so that does not matter so much. Bedding was okay and clean.","Since the hostel also serves as a bar, it was impossible to sleep (without earplugs) on a friday night. The staff was pretty blunt and almost rude both at the bar and at the hostel, but probably because they have to work way too much. In toilets, there were no hangers, no soaps, no mirrors etc. since they are the only private places when you stay in a dorm, you only get frustrated. No ventilation in the room, and since it's so noisy you cannot open the window neither.",5.0
2409,5499,Charlie Rockets Youth Hostel,Staff were great. Bar is fun. Italian restaurant next door is delicious. Location is perfect for exploring Bruges. Close to the action but still quiet enough for a good night's sleep.,"The room was stifling hot the first night, but thankfully the staff fixed it on the second day because it was really uncomfortable. There was no soap in the shared bathroom. The bar's restaurant closed at 6:30 so we never got to take advantage of all the perks they offer.",7.1
2410,5118,Charlie Rockets Youth Hostel,The place is super close to the center and because of covid I got a 4 bed room to myself. The hostel manager(s) and other staff are extremely helpful. They let me check out late and helped me get in the hostel when I locked myself out. Definitely recommended.,Too many people share one bathroom. No private bathroom for one room or dorm.,8.0
2411,5109,Charlie Rockets Youth Hostel,"Great location, great street view, friendly owner, speedy wifi","Beds are soft and hurt my back.
Flor is sticky. 
Poor ventilation ",7.0
2412,6255,Charlie Rockets Youth Hostel,Location,"they offer no fans or any other way of ventilation in the room, and if you open the windows then the room gets filled with mosquitoes. No warning of it or they didn't provide any mosquito repeller or anything. we booked a twin room, the bed was ok, the bathroom was clean, the only problem was it was too hot and A LOT OF MOSQUITOES.",5.0
2413,5354,Charlie Rockets Youth Hostel,"Comfortable bed
Convenient location","Bedroom was old
Bathrooms were a bit smelly
No towels available
Poor breakfast
",6.7
2414,5890,Charlie Rockets Youth Hostel,The place is in an excellent location,The place was not very clean and the guy in the bar seems like he is always angry at guests.,5.4
2415,5940,Charlie Rockets Youth Hostel,Good location.,"Unfriendly staff. Rude while welcoming, and promised to have someone in the reception desk next morning at 6.00 am for my check out. I waited there until 6.10 am and no one was there, and I needed to leave to take a bus. Therefore, I did not get my $5 euro key-deposit back. They took long hours to finally take my phone call, and after 2 days insisting, they told me to send a mail. I did, and they can only deposit the money into a european bank account. They haven't done it yet, after a week, and even if they do, I would not recommend this place. Too many problems for just 1 night there. On top of that, they have no lift, and the bed was pretty bad.",5.4
2416,5228,Charlie Rockets Youth Hostel,It was quiet,"The bunk beds didn't have stairs so it was difficult to ""climb"" at the bed. No lockers to save our bags and stuff",6.7
2417,5099,Charlie Rockets Youth Hostel,"Excellent location.
The bar downstairs looks really nice, but was closed due to COVID.
The rooms are nice and the beds are comfortable ",,8.0
2418,5190,Charlie Rockets Youth Hostel,"Great location. Room simple but very clean. Despite lively bar, room was quiet. Great location.","The shower heads could be improved. The current ones are fixed and produce a fine spray, in the wrong direction. (Shower near room 20)",8.0
2419,6184,Charlie Rockets Youth Hostel,Location.,"I booked 2 beds in a shared room and one of the beds was a really small mattress directly on the floor.
Moreover, even though I paid for our stay beforehand through the app, they made us pay a 'city tax' (around $5). It was kind of suspicious.",4.6
2420,5968,Charlie Rockets Youth Hostel,"Friendly staff, good location and best of all - crisp white linen!! Well done",N/a,9.2
2421,5634,Charlie Rockets Youth Hostel,Location is great and the bar is perfect for drinks after a day out!,"No towels in the room
",7.9
2422,5416,Charlie Rockets Youth Hostel,"Simple but nice, clean rooms and veda. Personal was friendly and attentive. Very good location.",,8.0
2423,5515,Charlie Rockets Youth Hostel,The location was good..,"The bed was so old and uncomfortable. on friday night there was a ""rock concert"" in the reception area (It is a bar at the same time) while I was trying to sleep.. you need to pay for breakfast..",7.5
2424,6145,Charlie Rockets Youth Hostel,The atmosphere in the bar and the beers were awesome! The barman suggested excellent beer to order!,The beds were too loud.. but comfy!,9.6
2425,5747,Charlie Rockets Youth Hostel,"Close to the center, clean sheets.
",Toilets and sinks are too small and all the sockets are in the same place so it is not very comfortable to charge your phone.,7.5
2426,6159,Charlie Rockets Youth Hostel,Near the center but not worth. They are so many hotels around. Money for nothing!,"There were all disgusting! For five rooms were two toilets, one of them out of order. Poor breakfast, tiny and not cleaning room, no good wifi, rude staff. ",3.3
2427,5265,Charlie Rockets Youth Hostel,"We loved the location and also the bar located in the first floor. It was the first time sharing a room with more people, but at the end it was not a problem for us. The price-quality ratio is good. ",,7.9
2428,5173,Charlie Rockets Youth Hostel,Great location. Room simple but clean.,Only 3 or 4 power plugs in a room for 6 people and the power plugs are in one corner.,7.0
2429,6056,Aloft Brussels Schuman,"Clean and comfortable room. Good area, close to European Commission and the park.","Noise from bathroom at night because of ventilator probably, even its door closed; Additionally, limited options for TV channels.",8.3
2430,6779,Aloft Brussels Schuman,"Room is spacious, bed is comfortable, almost all the room was clean (except night table).","Breakfast is very modest, no hot dishes etc. This category hotel should serve better breafast. And when I wanted to check out, morning stuff tried to tell me that they gave 25 Euro deposit (which I paid by card) to some stranger woman in cash and tried to tell me that it is normal, because she had some receipt on my name. It was very unpleasant..",8.3
2431,6230,Aloft Brussels Schuman,Just a bit of a walk too the town,Not much food options,9.2
2432,5996,Aloft Brussels Schuman,"Great place to stay, convenient location, very good breakfast, there is also a nice breakfast to go option, room was spacious and comfortable. Will stay again!",,10.0
2433,5980,Aloft Brussels Schuman,"Very nice hotel located near the EU buildings, very convenient if one has meetings there. The room was cozy and spacious enough, the bed comfortable. It was quiet. WiFi worked well. Staff was polite.",,10.0
2434,5964,Aloft Brussels Schuman,," Nice design of the hotel, great beds, friendly staff",9.2
